date,open,ceilingPrice,floorPrice,close
2014-03-31,11.58,12.7,10.459999999999999,11.379999999999999
2014-04-07,10.719999999999999,11.719999999999999,9.68,10.66
2014-04-14,10.975,11.925,9.875,10.925
2014-04-21,10.84,11.7,9.66,10.379999999999999
2014-04-28,9.78,10.66,8.82,9.76
2014-05-05,9.7,10.6,8.8,9.3
2014-05-12,8.6,9.440000000000001,7.840000000000001,8.459999999999999
2014-05-19,8.26,9.080000000000002,7.4799999999999995,8.4
2014-05-26,8.9,9.76,8.08,9.0
2014-06-02,9.16,10.08,8.28,9.14
2014-06-09,8.86,9.66,8.02,8.86
2014-06-16,9.08,9.9,8.18,9.08
2014-06-23,9.0,10.059999999999999,8.26,9.139999999999999
2014-06-30,9.040000000000001,10.08,8.28,9.32
2014-07-07,9.620000000000001,10.44,8.64,9.58
2014-07-14,9.26,10.14,8.34,9.22
2014-07-21,8.98,10.02,8.219999999999999,9.12
2014-07-28,9.0,9.78,8.1,8.84
2014-08-04,8.7,9.48,7.88,8.7
2014-08-11,8.86,9.66,8.02,8.88
2014-08-18,8.92,9.76,8.08,8.940000000000001
2014-08-25,8.959999999999999,9.739999999999998,8.1,8.959999999999999
2014-09-01,9.6,10.2,8.4,9.3
2014-09-08,9.675,10.6,8.8,9.75
2014-09-15,9.5,10.38,8.58,9.379999999999999
2014-09-22,9.22,10.139999999999999,8.34,9.22
2014-09-29,9.16,10.040000000000001,8.24,9.139999999999999
2014-10-06,9.18,10.08,8.280000000000001,9.219999999999999
2014-10-13,9.360000000000001,10.219999999999999,8.42,9.280000000000001
2014-10-20,8.86,9.7,8.02,8.78
2014-10-27,8.72,9.5,7.9,8.620000000000001
2014-11-03,8.52,9.3,7.7,8.58
2014-11-10,8.7,9.5,7.9,8.68
2014-11-17,8.76,9.540000000000001,7.94,8.780000000000001
2014-11-24,8.78,9.559999999999999,7.959999999999999,8.739999999999998
2014-12-01,8.74,9.559999999999999,7.959999999999999,8.76
2014-12-08,8.86,9.66,7.9799999999999995,8.86
2014-12-15,8.72,9.559999999999999,7.959999999999999,8.7
2014-12-22,8.26,9.040000000000001,7.4799999999999995,8.18
2014-12-29,8.059999999999999,9.02,7.42,8.120000000000001
2015-01-05,8.033333333333333,8.733333333333334,7.2,8.066666666666666
2015-01-12,8.58,9.38,7.74,8.7
2015-01-19,8.88,9.66,8.02,8.82
2015-01-26,8.8,9.58,7.94,8.82
2015-02-02,9.080000000000002,9.959999999999999,8.2,9.040000000000001
2015-02-09,8.6,9.379999999999999,7.779999999999999,8.559999999999999
2015-02-16,8.8,9.6,8.0,8.825000000000001
2015-02-23,8.8,9.6,8.0,8.825000000000001
2015-03-02,8.98,9.879999999999999,8.12,9.02
2015-03-09,9.0,9.86,8.139999999999999,8.98
2015-03-16,8.9,9.719999999999999,8.08,8.9
2015-03-23,8.540000000000001,9.52,7.92,8.66
2015-03-30,8.5,9.24,7.640000000000001,8.440000000000001
2015-04-06,8.48,9.28,7.68,8.459999999999999
2015-04-13,8.459999999999999,9.28,7.68,8.5
2015-04-20,8.34,9.32,7.720000000000001,8.52
2015-04-27,8.48,9.26,7.659999999999999,8.440000000000001
2015-05-04,7.6,9.2,7.6,8.1
2015-05-11,8.040000000000001,8.88,7.279999999999999,8.040000000000001
2015-05-18,7.720000000000001,8.5,7.1,7.720000000000001
2015-05-25,7.659999999999999,8.32,6.92,7.640000000000001
2015-06-01,7.859999999999999,8.6,7.12,7.959999999999999
2015-06-08,8.2,8.84,7.24,8.059999999999999
2015-06-15,8.379999999999999,8.84,7.279999999999999,8.08
2015-06-22,8.22,9.040000000000001,7.44,8.24
2015-06-29,8.22,9.02,7.42,8.2
2015-07-06,8.58,9.1,7.5,8.4
2015-07-13,8.959999999999999,9.6,8.0,8.86
2015-07-20,9.18,10.040000000000001,8.239999999999998,9.08
2015-07-27,8.66,9.52,7.92,8.719999999999999
2015-08-03,8.4,9.34,7.74,8.440000000000001
2015-08-10,8.120000000000001,8.72,7.24,8.02
2015-08-17,7.58,8.28,6.88,7.44
2015-08-24,7.640000000000001,7.9799999999999995,6.58,7.220000000000001
2015-08-31,6.62,7.62,6.3,6.94
2015-09-07,6.875,7.425000000000001,6.225,6.8
2015-09-14,6.58,7.42,6.220000000000001,6.82
2015-09-21,6.7,7.3,6.1,6.74
2015-09-28,6.88,7.5200000000000005,6.279999999999999,6.88
2015-10-05,6.74,7.32,6.119999999999999,6.720000000000001
2015-10-12,6.859999999999999,7.459999999999999,6.26,6.88
2015-10-19,6.9,7.4799999999999995,6.279999999999999,6.88
2015-10-26,6.82,7.4,6.2,6.8
2015-11-02,6.82,7.359999999999999,6.159999999999999,6.720000000000001
2015-11-09,6.6,7.340000000000001,6.14,6.74
2015-11-16,6.74,7.32,6.119999999999999,6.720000000000001
2015-11-23,6.720000000000001,7.32,6.119999999999999,6.720000000000001
2015-11-30,6.659999999999999,7.3,6.1,6.7
2015-12-07,6.56,7.18,5.9799999999999995,6.5200000000000005
2015-12-14,6.32,6.959999999999999,5.76,6.34
2015-12-21,6.4799999999999995,6.88,5.680000000000001,6.279999999999999
2015-12-28,6.42,6.840000000000001,5.64,6.2
2016-01-04,6.25,6.9,5.7,6.325
2016-01-11,6.24,6.859999999999999,5.66,6.2
2016-01-18,6.04,6.659999999999999,5.5,6.0
2016-01-25,5.779999999999999,6.279999999999999,5.279999999999999,5.9
2016-02-01,6.42,7.040000000000001,5.840000000000001,6.459999999999999
2016-02-08,6.475,7.075,5.875,6.55
2016-02-15,6.6,7.3,6.1,6.8
2016-02-22,6.88,7.5200000000000005,6.24,6.88
2016-02-29,6.779999999999999,7.42,6.220000000000001,6.8
2016-03-07,6.8,7.359999999999999,6.159999999999999,6.76
2016-03-14,6.7,7.32,6.119999999999999,6.7
2016-03-21,6.640000000000001,7.24,6.04,6.640000000000001
2016-03-28,6.58,7.2,6.0,6.58
2016-04-04,6.44,7.06,5.86,6.42
2016-04-11,6.42,7.0,5.8,6.42
2016-04-18,6.45,7.0,5.8,6.425000000000001
2016-04-25,6.4,7.0200000000000005,5.82,6.42
2016-05-02,6.4,7.0,5.8,6.4
2016-05-09,6.425000000000001,7.074999999999999,5.875,6.475
2016-05-16,6.540000000000001,7.12,5.92,6.56
2016-05-23,6.640000000000001,7.220000000000001,6.0200000000000005,6.58
2016-05-30,6.38,7.0,5.8,6.36
2016-06-06,6.32,6.92,5.720000000000001,6.32
2016-06-13,6.34,6.94,5.74,6.34
2016-06-20,6.26,6.859999999999999,5.66,6.26
2016-06-27,6.220000000000001,6.82,5.62,6.2
2016-07-04,6.18,6.779999999999999,5.58,6.159999999999999
2016-07-11,6.24,6.859999999999999,5.66,6.279999999999999
2016-07-18,6.24,6.82,5.62,6.220000000000001
2016-07-25,6.16,6.74,5.54,6.119999999999999
2016-08-01,6.04,6.659999999999999,5.46,6.0200000000000005
2016-08-08,5.7,6.18,5.18,5.58
2016-08-15,5.46,5.9799999999999995,4.9799999999999995,5.5
2016-08-22,5.5200000000000005,5.9799999999999995,4.9799999999999995,5.4399999999999995
2016-08-29,5.38,5.88,4.88,5.4
2016-09-05,5.3,5.825,4.825,5.25
2016-09-12,5.2,5.7,4.7,5.18
2016-09-19,4.92,5.38,4.46,4.88
2016-09-26,4.8,5.16,4.36,4.720000000000001
2016-10-03,4.56,4.9799999999999995,4.18,4.58
2016-10-10,4.76,5.14,4.3,4.76
2016-10-17,4.88,5.279999999999999,4.4399999999999995,4.9399999999999995
2016-10-24,5.4799999999999995,5.9399999999999995,4.9399999999999995,5.52
2016-10-31,5.4399999999999995,5.9399999999999995,4.9399999999999995,5.4
2016-11-07,5.32,5.82,4.82,5.3
2016-11-14,5.4,5.9,4.9,5.42
2016-11-21,5.4,5.86,4.86,5.34
2016-11-28,5.26,5.76,4.76,5.2
2016-12-05,5.1,5.58,4.58,5.08
2016-12-12,4.88,5.4399999999999995,4.5200000000000005,4.92
2016-12-19,4.62,5.1,4.3,4.720000000000001
2016-12-26,4.86,5.26,4.42,4.82
2017-01-02,4.55,4.95,4.15,4.6
2017-01-09,4.68,5.08,4.279999999999999,4.7
2017-01-16,4.76,5.14,4.34,4.74
2017-01-23,4.68,5.1,4.3,4.7
2017-01-30,4.7,5.1,4.3,4.75
2017-02-06,4.8,5.2,4.3999999999999995,4.8999999999999995
2017-02-13,5.06,5.54,4.54,5.04
2017-02-20,5.06,5.56,4.56,5.06
2017-02-27,5.1,5.6,4.6,5.1
2017-03-06,5.26,5.7,4.7,5.2
2017-03-13,5.08,5.6,4.6,5.08
2017-03-20,4.9,5.5,4.5,5.0200000000000005
2017-03-27,5.26,5.74,4.74,5.4399999999999995
2017-04-03,5.74,6.38,5.34,5.8
2017-04-10,5.85,6.375,5.325,5.975
2017-04-17,7.0,7.640000000000001,6.36,7.18
2017-04-24,7.4,8.1,6.7,7.459999999999999
2017-05-01,7.425,8.2,6.8,7.5
2017-05-08,7.3,8.049999999999999,6.65,7.225
2017-05-15,6.74,7.5,6.220000000000001,6.8
2017-05-22,6.88,7.4799999999999995,6.24,6.94
2017-05-29,7.0200000000000005,7.68,6.32,6.959999999999999
2017-06-05,7.140000000000001,7.76,6.44,7.2
2017-06-12,7.340000000000001,8.02,6.62,7.26
2017-06-19,7.279999999999999,7.959999999999999,6.56,7.38
2017-06-26,7.62,8.32,6.92,7.58
2017-07-03,7.56,8.219999999999999,6.82,7.62
2017-07-10,8.18,8.98,7.38,8.18
2017-07-17,8.120000000000001,8.9,7.3,8.059999999999999
2017-07-24,7.92,8.64,7.159999999999999,7.9
2017-07-31,7.9799999999999995,8.7,7.18,8.040000000000001
2017-08-07,8.22,8.959999999999999,7.359999999999999,8.139999999999999
2017-08-14,8.02,8.72,7.24,7.94
2017-08-21,7.88,8.6,7.159999999999999,7.82
2017-08-28,7.74,8.440000000000001,7.040000000000001,7.76
2017-09-04,7.8,8.5,7.1,7.8
2017-09-11,7.82,8.540000000000001,7.140000000000001,7.82
2017-09-18,7.7,8.4,7.0,7.74
2017-09-25,8.040000000000001,8.78,7.26,8.059999999999999
2017-10-02,7.9,8.84,7.24,8.02
2017-10-09,7.9799999999999995,8.72,7.2,8.02
2017-10-16,8.1,8.940000000000001,7.340000000000001,8.12
2017-10-23,8.18,8.98,7.38,8.16
2017-10-30,8.0,8.780000000000001,7.220000000000001,7.9799999999999995
2017-11-06,7.74,8.540000000000001,7.140000000000001,7.82
2017-11-13,7.7,8.540000000000001,7.140000000000001,7.840000000000001
2017-11-20,7.92,8.68,7.2,8.0
2017-11-27,8.16,7.2,5.92,8.32
2017-12-04,9.2,10.02,8.3,9.32
2017-12-11,9.36,10.28,8.48,9.24
2017-12-18,8.78,9.540000000000001,7.94,8.8
2017-12-25,9.1,10.0,8.2,9.059999999999999
2018-01-01,9.175,10.025,8.225,9.2
2018-01-08,9.6,10.559999999999999,8.76,9.8
2018-01-15,10.3,11.219999999999999,9.26,10.540000000000001
2018-01-22,10.9,11.92,9.84,11.0
2018-01-29,12.08,10.58,8.74,12.32
2018-02-05,12.919999999999998,14.24,11.72,12.7
2018-02-12,11.9,13.2,10.88,12.3
2018-02-19,13.3,14.5,11.9,13.0
2018-02-26,13.1,14.3,11.75,13.025
2018-03-05,12.88,14.180000000000001,11.66,12.84
2018-03-12,12.44,13.62,11.22,12.44
2018-03-19,13.12,14.36,11.84,13.26
2018-03-26,13.319999999999999,14.64,12.08,13.319999999999999
2018-04-02,13.080000000000002,14.319999999999999,11.8,13.02
2018-04-09,13.24,14.52,11.92,13.3
2018-04-16,13.459999999999999,14.780000000000001,12.18,13.419999999999998
2018-04-23,12.959999999999999,14.180000000000001,11.7,12.66
2018-04-30,11.433333333333332,12.533333333333333,10.4,11.333333333333334
2018-05-07,11.075,12.1,10.0,11.025
2018-05-14,10.9,11.92,9.84,10.76
2018-05-21,10.42,11.379999999999999,9.379999999999999,10.16
2018-05-28,9.18,10.120000000000001,8.36,8.959999999999999
2018-06-04,8.580000000000002,9.78,8.059999999999999,9.2
2018-06-11,9.379999999999999,10.459999999999999,8.66,9.5
2018-06-18,9.14,10.040000000000001,8.24,9.040000000000001
2018-06-25,8.5,9.48,7.88,8.639999999999999
2018-07-02,8.4,9.26,7.659999999999999,8.28
2018-07-09,7.3,8.18,6.779999999999999,7.459999999999999
2018-07-16,7.6,8.24,6.840000000000001,7.56
2018-07-23,8.08,8.879999999999999,7.32,8.14
2018-07-30,7.82,8.780000000000001,7.220000000000001,8.059999999999999
2018-08-06,8.059999999999999,7.08,5.84,7.9799999999999995
2018-08-13,8.059999999999999,5.340000000000001,4.38,8.2
2018-08-20,8.5,9.28,7.68,8.4
2018-08-27,8.48,9.28,7.68,8.5
2018-09-03,8.649999999999999,9.425,7.825,8.625
2018-09-10,8.34,9.120000000000001,7.5200000000000005,8.26
2018-09-17,8.4,9.14,7.540000000000001,8.360000000000001
2018-09-24,8.58,9.379999999999999,7.779999999999999,8.7
2018-10-01,8.92,9.76,8.08,8.940000000000001
2018-10-08,8.98,9.84,8.12,8.940000000000001
2018-10-15,8.440000000000001,9.24,7.68,8.32
2018-10-22,8.14,8.959999999999999,7.359999999999999,8.14
2018-10-29,7.62,8.52,7.08,7.7
2018-11-05,7.62,8.3,6.9,7.640000000000001
2018-11-12,7.6,8.3,6.9,7.56
2018-11-19,7.359999999999999,8.040000000000001,6.640000000000001,7.340000000000001
2018-11-26,7.5,8.18,6.779999999999999,7.44
2018-12-03,7.32,8.059999999999999,6.659999999999999,7.44
2018-12-10,7.640000000000001,8.34,6.94,7.6
2018-12-17,7.279999999999999,8.26,6.859999999999999,7.56
2018-12-24,7.5,8.139999999999999,6.74,7.4
2018-12-31,7.25,7.925000000000001,6.525,7.2
2019-01-07,7.15,5.825,4.775,7.1
2019-01-14,7.12,7.779999999999999,6.38,7.040000000000001
2019-01-21,7.06,7.720000000000001,6.32,7.06
2019-01-28,7.140000000000001,7.8,6.4,7.08
2019-02-04,7.1,7.85,6.45,7.175
2019-02-11,7.1,7.9,6.5,7.6
2019-02-18,7.7,8.42,7.0200000000000005,7.74
2019-02-25,7.58,8.26,6.859999999999999,7.540000000000001
2019-03-04,7.540000000000001,8.260000000000002,6.860000000000001,7.56
2019-03-11,7.68,8.379999999999999,6.9799999999999995,7.720000000000001
2019-03-18,7.94,8.68,7.2,7.9799999999999995
2019-03-25,7.82,8.540000000000001,7.1,7.7
2019-04-01,7.56,8.2,6.8,7.56
2019-04-08,7.6,8.3,6.9,7.6
2019-04-15,7.575,8.275,6.875,7.525
2019-04-22,7.540000000000001,8.18,6.779999999999999,7.4799999999999995
2019-04-29,7.325,8.2,6.8,7.5
2019-05-06,7.5,8.166666666666666,6.766666666666667,7.3999999999999995
2019-05-13,7.38,8.059999999999999,6.659999999999999,7.38
2019-05-20,7.4,8.059999999999999,6.659999999999999,7.340000000000001
2019-05-27,7.220000000000001,7.92,6.5200000000000005,7.18
2019-06-03,7.12,7.8,6.4,7.08
2019-06-10,7.0,7.720000000000001,6.32,7.0200000000000005
2019-06-17,6.9799999999999995,7.7,6.3,7.0
2019-06-24,7.0200000000000005,7.720000000000001,6.32,7.0200000000000005
2019-07-01,6.88,7.540000000000001,6.26,6.859999999999999
2019-07-08,6.8,7.359999999999999,6.16,6.74
2019-07-15,6.779999999999999,7.32,6.119999999999999,6.720000000000001
2019-07-22,6.82,7.38,6.18,6.8
2019-07-29,6.82,7.44,6.24,6.840000000000001
2019-08-05,6.639999999999999,7.24,6.04,6.58
2019-08-12,6.4,7.0200000000000005,5.82,6.4
2019-08-19,6.36,6.959999999999999,5.76,6.34
2019-08-26,6.18,6.8,5.6,6.2
2019-09-02,6.3,6.9,5.7,6.3
2019-09-09,6.3,6.840000000000001,5.64,6.220000000000001
2019-09-16,6.18,6.82,5.619999999999999,6.26
2019-09-23,6.44,7.0200000000000005,5.82,6.459999999999999
2019-09-30,6.56,7.18,5.9799999999999995,6.58
2019-10-07,6.58,7.159999999999999,5.96,6.540000000000001
2019-10-14,6.56,7.12,5.92,6.56
2019-10-21,6.68,7.279999999999999,6.08,6.640000000000001
2019-10-28,6.540000000000001,7.140000000000001,5.94,6.58
2019-11-04,6.659999999999999,7.220000000000001,6.0200000000000005,6.62
2019-11-11,6.74,7.340000000000001,6.14,6.74
2019-11-18,6.68,7.26,6.06,6.62
2019-11-25,6.5200000000000005,7.1,5.9,6.4799999999999995
2019-12-02,6.279999999999999,6.859999999999999,5.66,6.16
2019-12-09,6.0600000000000005,6.62,5.46,6.08
2019-12-16,6.08,6.640000000000001,5.44,6.1
2019-12-23,6.26,6.859999999999999,5.659999999999999,6.220000000000001
2019-12-30,6.220000000000001,6.82,5.619999999999999,6.26
2020-01-06,6.55,7.125,5.925,6.525
2020-01-13,6.6,7.18,5.9399999999999995,6.720000000000001
2020-01-20,7.32,8.02,6.62,7.32
2020-01-27,7.25,8.0,6.6,7.550000000000001
2020-02-03,7.466666666666666,8.266666666666666,6.866666666666667,7.633333333333333
2020-02-10,7.12,7.74,6.42,7.140000000000001
2020-02-17,7.18,7.840000000000001,6.4799999999999995,7.279999999999999
2020-02-24,7.1,7.76,6.44,7.040000000000001
2020-03-02,8.120000000000001,8.940000000000001,7.38,8.84
2020-03-09,11.540000000000001,12.959999999999999,10.68,11.959999999999999
2020-03-16,10.48,12.0,9.84,10.879999999999999
2020-03-23,11.379999999999999,12.72,10.48,11.760000000000002
2020-03-30,12.2,13.419999999999998,11.1,12.28
2020-04-06,12.45,13.775,11.375,13.25
2020-04-13,15.74,17.3,14.26,16.419999999999998
2020-04-20,17.8,19.64,16.16,17.82
2020-04-27,16.2,18.02,14.819999999999999,16.16
2020-05-04,15.966666666666669,17.566666666666666,14.433333333333332,15.833333333333334
2020-05-11,15.86,17.44,14.319999999999999,16.259999999999998
2020-05-18,16.9,18.619999999999997,15.3,16.44
2020-05-25,13.36,14.86,12.22,13.38
2020-06-01,13.88,15.34,12.58,13.959999999999999
2020-06-08,15.02,16.52,13.559999999999999,15.5
2020-06-15,15.940000000000001,17.619999999999997,14.459999999999999,15.919999999999998
2020-06-22,15.1,16.48,13.559999999999999,14.76
2020-06-29,14.16,15.559999999999999,12.8,13.9
2020-07-06,13.02,14.3,11.74,12.98
2020-07-13,13.0,14.38,11.82,13.12
2020-07-20,12.959999999999999,14.2,11.68,12.919999999999998
2020-07-27,12.36,13.580000000000002,11.219999999999999,11.86
2020-08-03,11.26,12.48,10.32,11.78
2020-08-10,12.6,13.780000000000001,11.379999999999999,12.7
2020-08-17,12.58,13.819999999999999,11.42,12.58
2020-08-24,12.959999999999999,14.319999999999999,11.8,13.3
2020-08-31,13.66,14.98,12.34,13.7
2020-09-07,14.1,15.4,12.649999999999999,14.0
2020-09-14,13.98,15.319999999999999,12.68,14.14
2020-09-21,14.48,15.84,13.040000000000001,14.540000000000001
2020-09-28,15.38,16.839999999999996,13.84,15.459999999999999
2020-10-05,15.4,16.9,13.9,15.4
2020-10-12,15.52,16.98,13.98,15.459999999999999
2020-10-19,15.819999999999999,17.34,14.26,15.9
2020-10-26,15.940000000000001,17.419999999999998,14.34,15.86
2020-11-02,15.440000000000001,16.919999999999998,13.919999999999998,15.36
2020-11-09,15.860000000000003,17.4,14.319999999999999,16.14
2020-11-16,17.14,18.86,15.459999999999999,17.16
2020-11-23,17.18,18.86,15.459999999999999,17.160000000000004
2020-11-30,17.02,18.7,15.34,17.02
2020-12-07,17.18,18.9,15.5,17.22
2020-12-14,17.3,18.98,15.580000000000002,17.3
2020-12-21,17.16,18.84,15.440000000000001,17.28
2020-12-28,17.7,19.5,16.02,17.66
2021-01-04,17.175,18.85,15.45,17.1
2021-01-11,18.18,19.98,16.419999999999998,18.52
2021-01-18,19.16,20.860000000000003,17.14,18.96
2021-01-25,17.7,19.380000000000003,15.98,17.3
2021-02-01,15.14,16.98,13.98,14.84
2021-02-08,15.0,16.5,13.580000000000002,15.36
2021-02-15,15.0,16.6,13.6,15.5
2021-02-22,15.9,17.35,14.3,15.875
2021-03-01,15.940000000000001,17.5,14.419999999999998,16.06
2021-03-08,16.04,17.56,14.440000000000001,15.920000000000002
2021-03-15,16.64,18.16,14.959999999999999,16.96
2021-03-22,18.84,20.72,17.080000000000002,19.18
2021-03-29,18.64,20.48,16.84,19.1
2021-04-05,24.82,27.380000000000003,22.46,25.5
2021-04-12,24.94,27.380000000000003,22.46,25.14
2021-04-19,25.72,28.18,23.139999999999997,25.939999999999998
2021-04-26,27.275,29.924999999999997,24.575,27.325
2021-05-03,27.233333333333334,29.933333333333334,24.53333333333333,27.333333333333332
2021-05-10,25.860000000000003,27.839999999999996,22.84,25.14
2021-05-17,25.22,27.639999999999997,22.68,26.3
2021-05-24,29.26,32.2,26.4,29.2
2021-05-31,29.72,32.6,26.72,29.9
2021-06-07,32.08,34.620000000000005,28.380000000000003,31.4
2021-06-14,30.380000000000003,32.88,26.96,29.76
2021-06-21,27.839999999999996,30.54,25.02,27.32
2021-06-28,27.1,29.68,24.36,27.24
2021-07-05,28.5,31.339999999999996,25.7,28.919999999999998
2021-07-12,28.660000000000004,31.580000000000002,25.9,27.48
2021-07-19,25.639999999999997,28.18,23.14,26.04
2021-07-26,26.1,29.22,23.98,26.76
2021-08-02,26.939999999999998,29.639999999999997,24.36,27.18
2021-08-09,28.04,30.76,25.240000000000002,28.360000000000003
2021-08-16,29.139999999999997,31.98,26.22,29.139999999999997
2021-08-23,29.04,32.04,26.28,28.78
2021-08-30,27.76,30.32,24.880000000000003,27.619999999999997
2021-09-06,27.333333333333332,29.96666666666667,24.633333333333336,26.96666666666667
2021-09-13,26.6,29.060000000000002,23.86,26.339999999999996
2021-09-20,26.119999999999997,28.54,23.46,26.22
2021-09-27,26.919999999999998,29.4,24.119999999999997,26.72
2021-10-04,26.419999999999998,28.98,23.78,26.660000000000004
2021-10-11,28.85,30.95,26.15,29.6
2021-10-18,29.45,31.45,27.369999999999997,28.869999999999997
2021-10-25,27.860000000000003,29.72,25.880000000000003,27.669999999999998
2021-11-01,27.4,29.2,25.419999999999998,27.619999999999997
2021-11-08,29.439999999999998,31.6,27.5,30.05
2021-11-15,26.419999999999998,28.04,24.419999999999998,25.880000000000003
2021-11-22,23.52,25.09,21.830000000000002,23.54
2021-11-29,24.66,26.23,22.869999999999997,24.55
2021-12-06,23.64,25.15,21.93,23.130000000000003
2021-12-13,22.619999999999997,24.23,21.09,22.77
2021-12-20,22.4,23.84,20.740000000000002,22.14
2021-12-27,21.28,22.619999999999997,19.68,21.080000000000002
2022-01-03,21.637500000000003,22.9625,19.9875,21.675
2022-01-10,22.35,23.810000000000002,20.75,22.080000000000002
2022-01-17,21.77,23.369999999999997,20.35,22.0
2022-01-24,20.75,22.02,19.2,20.330000000000002
2022-01-31,21.6125,23.0,20.049999999999997,22.0
2022-02-07,22.8,24.05,20.95,23.1
2022-02-14,23.29,25.15,21.89,23.3
2022-02-21,22.380000000000003,23.93,20.85,22.45
2022-02-28,22.03,23.5,20.48,21.86
2022-03-07,21.3,22.79,19.85,21.2
2022-03-14,21.119999999999997,22.47,19.57,21.18
2022-03-21,21.86,23.31,20.31,21.869999999999997
2022-03-28,22.05,23.54,20.52,21.880000000000003
2022-04-04,21.56,23.14,20.18,21.72
2022-04-11,21.025,22.7,19.8,20.825
2022-04-18,19.619999999999997,20.89,18.19,19.43
2022-04-25,17.39,18.61,16.23,16.619999999999997
2022-05-02,15.9375,17.0,14.825,16.125
2022-05-09,16.35,17.3625,15.1375,15.8
2022-05-16,14.01,15.030000000000001,13.11,13.6
2022-05-23,13.709999999999999,14.59,12.709999999999999,14.12
2022-05-30,14.919999999999998,15.91,13.85,15.01
2022-06-06,14.74,15.780000000000001,13.76,14.55
2022-06-13,14.169999999999998,15.23,13.27,14.14
2022-06-20,13.25,14.23,12.41,13.290000000000001
2022-06-27,13.38,14.2,12.4,13.36
2022-07-04,13.74,14.680000000000001,12.819999999999999,13.74
2022-07-11,13.61,14.49,12.629999999999999,13.51
2022-07-18,14.24,15.13,13.190000000000001,14.37
2022-07-25,14.59,15.55,13.55,14.5
2022-08-01,14.49,15.36,13.4,14.559999999999999
